lot_tag,addr_norm,adm_area,mun_district,metro_name,metro_dist,metro_minutes,addr_floor,total_floors,year_exp_w,реновация,ремонт,qty_rooms,is_qty_rooms_predicted,obj_square,start_price,start_price_m2,final_price,final_price_m2,delta_price,auct_date,investMSK_URL,lot_URL,platform_name,timestamp,building_page,Примечания
#ГП16874960,"г. Москва, ул. Маршала Еременко, д. 5, к. 4",Юго-Восточный, Некрасовка,Некрасовка,1.65,25.0,15,17,2019,новый дом,,2.0,0,56.8,5969737,105101.0,8035265,105101.0,,2020-12-08,https://investmoscow.ru/tenders/tendercard/?TenderId=17783878,https://www.roseltorg.ru/procedure/COM29102000064,ЕЭТП,1607385600,https://www.reformagkh.ru/myhouse/profile/view/9374331/,
#ГП16873659,"г. Москва, ул. Маршала Еременко, д. 5, к. 4",Юго-Восточный, Некрасовка,Некрасовка,1.65,25.0,11,17,2019,новый дом,,2.0,0,56.8,5969737,105101.0,8035265,105101.0,,2020-11-17,https://investmoscow.ru/tenders/tendercard/?TenderId=17744092,https://www.roseltorg.ru/procedure/COM08102000094,ЕЭТП,1605571200,https://www.reformagkh.ru/myhouse/profile/view/9374331/,
#ГП16874909,"г. Москва, ул. Маршала Еременко, д. 5, к. 4",Юго-Восточный, Некрасовка,Некрасовка,1.65,25.0,13,17,2019,новый дом,,2.0,0,56.8,5969737,105101.0,7975567,105101.0,,2020-11-17,https://investmoscow.ru/tenders/tendercard/?TenderId=17744137,https://www.roseltorg.ru/procedure/COM08102000068,ЕЭТП,1605571200,https://www.reformagkh.ru/myhouse/profile/view/9374331/,
#ГП16874987,"г. Москва, ул. Маршала Еременко, д. 5, к. 4",Юго-Восточный, Некрасовка,Некрасовка,1.65,25.0,9,17,2019,новый дом,,2.0,0,56.8,5790646,101947.99,8095322,101947.99,,2020-11-17,https://investmoscow.ru/tenders/tendercard/?TenderId=17744120,https://www.roseltorg.ru/procedure/COM08102000069,ЕЭТП,1605571200,https://www.reformagkh.ru/myhouse/profile/view/9374331/,
#ГП16873839,"г. Москва, ул. Маршала Еременко, д. 5, к. 4",Юго-Восточный, Некрасовка,Некрасовка,1.65,25.0,17,17,2019,новый дом,,2.0,0,56.8,6148827,108254.0,7944283,108254.0,,2020-11-17,https://investmoscow.ru/tenders/tendercard/?TenderId=17744131,https://www.roseltorg.ru/procedure/COM08102000081,ЕЭТП,1605571200,https://www.reformagkh.ru/myhouse/profile/view/9374331/,
#ГП16874950,"г. Москва, ул. Маршала Еременко, д. 5, к. 4",Юго-Восточный, Некрасовка,Некрасовка,1.65,25.0,14,17,2019,новый дом,,2.0,0,56.8,5969737,105101.0,7963628,105101.0,,2020-11-17,https://investmoscow.ru/tenders/tendercard/?TenderId=17744207,https://www.roseltorg.ru/procedure/COM08102000066,ЕЭТП,1605571200,https://www.reformagkh.ru/myhouse/profile/view/9374331/,
#ГП16874919,"г. Москва, ул. Маршала Еременко, д. 5, к. 4",Юго-Восточный, Некрасовка,Некрасовка,1.65,25.0,9,17,2019,новый дом,,2.0,0,56.8,5790646,101947.99,8164810,101947.99,,2020-12-08,https://investmoscow.ru/tenders/tendercard/?TenderId=17783770,https://www.roseltorg.ru/procedure/COM29102000057,ЕЭТП,1607385600,https://www.reformagkh.ru/myhouse/profile/view/9374331/,
#ГП16873888,"г. Москва, ул. Маршала Еременко, д. 5, к. 4",Юго-Восточный, Некрасовка,Некрасовка,1.65,25.0,6,17,2019,новый дом,,2.0,0,56.8,5776446,101697.99,5903527,101697.99,,2020-06-04,https://investmoscow.ru/tenders/tendercard/?TenderId=17502880,https://www.roseltorg.ru/procedure/COM19032000227,ЕЭТП,1591228800,https://www.reformagkh.ru/myhouse/profile/view/9374331/,
#ГП16878307,"г. Москва, ул. Маршала Еременко, д. 5, к. 4",Юго-Восточный, Некрасовка,Некрасовка,1.65,25.0,6,17,2019,новый дом,,2.0,0,56.9,5853929,102881.0,6345659,102881.0,,2020-07-07,https://investmoscow.ru/tenders/tendercard/?TenderId=17575993,https://www.roseltorg.ru/procedure/COM21052000023,ЕЭТП,1594080000,https://www.reformagkh.ru/myhouse/profile/view/9374331/,
#ГП16874896,"г. Москва, ул. Маршала Еременко, д. 5, к. 4",Юго-Восточный, Некрасовка,Некрасовка,1.65,25.0,12,17,2019,новый дом,,2.0,0,56.9,5980247,105101.0,8396265,105101.0,,2020-12-08,https://investmoscow.ru/tenders/tendercard/?TenderId=17783729,https://www.roseltorg.ru/procedure/COM29102000055,ЕЭТП,1607385600,https://www.reformagkh.ru/myhouse/profile/view/9374331/,
#ГП16874967,"г. Москва, ул. Маршала Еременко, д. 5, к. 4",Юго-Восточный, Некрасовка,Некрасовка,1.65,25.0,15,17,2019,новый дом,,2.0,0,56.9,5980247,105101.0,7941767,105101.0,,2020-11-17,https://investmoscow.ru/tenders/tendercard/?TenderId=17744213,https://www.roseltorg.ru/procedure/COM08102000064,ЕЭТП,1605571200,https://www.reformagkh.ru/myhouse/profile/view/9374331/,
#ГП16873681,"г. Москва, ул. Маршала Еременко, д. 5, к. 4",Юго-Восточный, Некрасовка,Некрасовка,1.65,25.0,13,17,2019,новый дом,,2.0,0,56.9,5980247,105101.0,8085293,105101.0,,2020-11-17,https://investmoscow.ru/tenders/tendercard/?TenderId=17744155,https://www.roseltorg.ru/procedure/COM08102000091,ЕЭТП,1605571200,https://www.reformagkh.ru/myhouse/profile/view/9374331/,
#ГП16874982,"г. Москва, ул. Маршала Еременко, д. 5, к. 4",Юго-Восточный, Некрасовка,Некрасовка,1.65,25.0,16,17,2019,новый дом,,2.0,0,56.9,6159653,108254.01,8019868,108254.01,,2020-11-17,https://investmoscow.ru/tenders/tendercard/?TenderId=17744233,https://www.roseltorg.ru/procedure/COM08102000062,ЕЭТП,1605571200,https://www.reformagkh.ru/myhouse/profile/view/9374331/,
#ГП16873666,"г. Москва, ул. Маршала Еременко, д. 5, к. 4",Юго-Восточный, Некрасовка,Некрасовка,1.65,25.0,12,17,2019,новый дом,,2.0,0,56.9,5980247,105101.0,8097253,105101.0,,2020-11-17,https://investmoscow.ru/tenders/tendercard/?TenderId=17744134,https://www.roseltorg.ru/procedure/COM08102000092,ЕЭТП,1605571200,https://www.reformagkh.ru/myhouse/profile/view/9374331/,
#ГП16873712,"г. Москва, ул. Маршала Еременко, д. 5, к. 4",Юго-Восточный, Некрасовка,Некрасовка,1.65,25.0,14,17,2019,новый дом,,2.0,0,56.9,5980247,105101.0,8037451,105101.0,,2020-11-17,https://investmoscow.ru/tenders/tendercard/?TenderId=17743910,https://www.roseltorg.ru/procedure/COM08102000088,ЕЭТП,1605571200,https://www.reformagkh.ru/myhouse/profile/view/9374331/,
#ГП16873831,"г. Москва, ул. Маршала Еременко, д. 5, к. 4",Юго-Восточный, Некрасовка,Некрасовка,1.65,25.0,15,17,2019,новый дом,,2.0,0,57.0,5990757,105101.0,8099502,105101.0,,2020-11-17,https://investmoscow.ru/tenders/tendercard/?TenderId=17744000,https://www.roseltorg.ru/procedure/COM08102000086,ЕЭТП,1605571200,https://www.reformagkh.ru/myhouse/profile/view/9374331/,
#ГП16874989,"г. Москва, ул. Маршала Еременко, д. 5, к. 4",Юго-Восточный, Некрасовка,Некрасовка,1.65,25.0,17,17,2019,новый дом,,2.0,0,57.0,6170478,108254.0,7922894,108254.0,,2020-11-17,https://investmoscow.ru/tenders/tendercard/?TenderId=17744243,https://www.roseltorg.ru/procedure/COM08102000060,ЕЭТП,1605571200,https://www.reformagkh.ru/myhouse/profile/view/9374331/,
#ГП16878304,"г. Москва, ул. Маршала Еременко, д. 5, к. 4",Юго-Восточный, Некрасовка,Некрасовка,1.65,25.0,12,17,2019,новый дом,,2.0,0,57.0,6034989,105877.0,6240178,105877.0,,2020-07-07,https://investmoscow.ru/tenders/tendercard/?TenderId=17575992,https://www.roseltorg.ru/procedure/COM21052000158,ЕЭТП,1594080000,https://www.reformagkh.ru/myhouse/profile/view/9374331/,
#ГП16878328,"г. Москва, ул. Маршала Еременко, д. 5, к. 4",Юго-Восточный, Некрасовка,Некрасовка,1.65,25.0,11,17,2019,новый дом,,2.0,0,57.0,6034989,105877.0,6372948,105877.0,,2020-07-07,https://investmoscow.ru/tenders/tendercard/?TenderId=17576071,https://www.roseltorg.ru/procedure/COM21052000155,ЕЭТП,1594080000,https://www.reformagkh.ru/myhouse/profile/view/9374331/,
#ГП16878318,"г. Москва, ул. Маршала Еременко, д. 5, к. 4",Юго-Восточный, Некрасовка,Некрасовка,1.65,25.0,9,17,2019,новый дом,,2.0,0,57.0,5864217,102881.0,6380267,102881.0,,2020-07-07,https://investmoscow.ru/tenders/tendercard/?TenderId=17576006,https://www.roseltorg.ru/procedure/COM21052000148,ЕЭТП,1594080000,https://www.reformagkh.ru/myhouse/profile/view/9374331/,
#ГП16878335,"г. Москва, ул. Маршала Еременко, д. 5, к. 4",Юго-Восточный, Некрасовка,Некрасовка,1.65,25.0,7,17,2019,новый дом,,2.0,0,57.0,5864217,102881.0,6251255,102881.0,,2020-07-07,https://investmoscow.ru/tenders/tendercard/?TenderId=17576079,https://www.roseltorg.ru/procedure/COM21052000018,ЕЭТП,1594080000,https://www.reformagkh.ru/myhouse/profile/view/9374331/,
#ГП16878341,"г. Москва, ул. Маршала Еременко, д. 5, к. 4",Юго-Восточный, Некрасовка,Некрасовка,1.65,25.0,13,17,2019,новый дом,,2.0,0,57.0,6034989,105877.0,6626418,105877.0,,2020-07-07,https://investmoscow.ru/tenders/tendercard/?TenderId=17576124,https://www.roseltorg.ru/procedure/COM21052000161,ЕЭТП,1594080000,https://www.reformagkh.ru/myhouse/profile/view/9374331/,
#ГП16873882,"г. Москва, ул. Маршала Еременко, д. 5, к. 4",Юго-Восточный, Некрасовка,Некрасовка,1.65,25.0,5,17,2019,новый дом,,2.0,0,57.0,5756943,100999.0,5768456,100999.0,,2020-06-04,https://investmoscow.ru/tenders/tendercard/?TenderId=17502830,https://www.roseltorg.ru/procedure/COM19032000246,ЕЭТП,1591228800,https://www.reformagkh.ru/myhouse/profile/view/9374331/,
#ГП16874923,"г. Москва, ул. Маршала Еременко, д. 5, к. 4",Юго-Восточный, Некрасовка,Некрасовка,1.65,25.0,2,17,2019,новый дом,,2.0,0,57.0,5671899,99507.0,5683242,99507.0,,2020-06-09,https://investmoscow.ru/tenders/tendercard/?TenderId=17515295,https://www.roseltorg.ru/procedure/COM25032000152,ЕЭТП,1591660800,https://www.reformagkh.ru/myhouse/profile/view/9374331/,
#ГП16874929,"г. Москва, ул. Маршала Еременко, д. 5, к. 4",Юго-Восточный, Некрасовка,Некрасовка,1.65,25.0,5,17,2019,новый дом,,2.0,0,57.0,5756943,100999.0,5872081,100999.0,,2020-06-09,https://investmoscow.ru/tenders/tendercard/?TenderId=17515330,https://www.roseltorg.ru/procedure/COM25032000156,ЕЭТП,1591660800,https://www.reformagkh.ru/myhouse/profile/view/9374331/,
#ГП16878342,"г. Москва, ул. Маршала Еременко, д. 5, к. 4",Юго-Восточный, Некрасовка,Некрасовка,1.65,25.0,8,17,2019,новый дом,,2.0,0,57.1,5874505,102881.0,6391461,102881.0,,2020-07-07,https://investmoscow.ru/tenders/tendercard/?TenderId=17576132,https://www.roseltorg.ru/procedure/COM21052000145,ЕЭТП,1594080000,https://www.reformagkh.ru/myhouse/profile/view/9374331/,
#ГП16874935,"г. Москва, ул. Маршала Еременко, д. 5, к. 4",Юго-Восточный, Некрасовка,Некрасовка,1.65,25.0,14,17,2019,новый дом,,2.0,0,57.1,6001267,105101.0,8365765,105101.0,,2020-11-17,https://investmoscow.ru/tenders/tendercard/?TenderId=17744197,https://www.roseltorg.ru/procedure/COM08102000079,ЕЭТП,1605571200,https://www.reformagkh.ru/myhouse/profile/view/9374331/,
#ГП16878312,"г. Москва, ул. Маршала Еременко, д. 5, к. 4",Юго-Восточный, Некрасовка,Некрасовка,1.65,25.0,4,17,2019,новый дом,,2.0,0,57.2,5713365,99884.0,6387542,99884.0,,2020-07-07,https://investmoscow.ru/tenders/tendercard/?TenderId=17576046,https://www.roseltorg.ru/procedure/COM21052000034,ЕЭТП,1594080000,https://www.reformagkh.ru/myhouse/profile/view/9374331/,
#ГП16878323,"г. Москва, ул. Маршала Еременко, д. 5, к. 4",Юго-Восточный, Некрасовка,Некрасовка,1.65,25.0,10,17,2019,новый дом,,2.0,0,57.2,5884793,102881.0,6390885,102881.0,,2020-07-07,https://investmoscow.ru/tenders/tendercard/?TenderId=17576048,https://www.roseltorg.ru/procedure/COM21052000151,ЕЭТП,1594080000,https://www.reformagkh.ru/myhouse/profile/view/9374331/,
#ГП16878309,"г. Москва, ул. Маршала Еременко, д. 5, к. 4",Юго-Восточный, Некрасовка,Некрасовка,1.65,25.0,3,17,2019,новый дом,,2.0,0,57.3,5723353,99884.0,6192668,99884.0,,2020-07-07,https://investmoscow.ru/tenders/tendercard/?TenderId=17576009,https://www.roseltorg.ru/procedure/COM21052000038,ЕЭТП,1594080000,https://www.reformagkh.ru/myhouse/profile/view/9374331/,
#ГП16874900,"г. Москва, ул. Маршала Еременко, д. 5, к. 4",Юго-Восточный, Некрасовка,Некрасовка,1.65,25.0,17,17,2019,новый дом,,2.0,0,57.9,6267907,108254.01,8035456,108254.01,,2020-11-17,https://investmoscow.ru/tenders/tendercard/?TenderId=17743916,https://www.roseltorg.ru/procedure/COM08102000020,ЕЭТП,1605571200,https://www.reformagkh.ru/myhouse/profile/view/9374331/,
#ГП16873929,"г. Москва, ул. Маршала Еременко, д. 5, к. 4",Юго-Восточный, Некрасовка,Некрасовка,1.65,25.0,11,17,2019,новый дом,,2.0,0,58.0,6095858,105101.0,7888040,105101.0,,2020-11-17,https://investmoscow.ru/tenders/tendercard/?TenderId=17743682,https://www.roseltorg.ru/procedure/COM08102000045,ЕЭТП,1605571200,https://www.reformagkh.ru/myhouse/profile/view/9374331/,
#ГП16873944,"г. Москва, ул. Маршала Еременко, д. 5, к. 4",Юго-Восточный, Некрасовка,Некрасовка,1.65,25.0,13,17,2019,новый дом,,2.0,0,58.0,6087854,104963.0,6100029,104963.0,,2020-06-04,https://investmoscow.ru/tenders/tendercard/?TenderId=17503263,https://www.roseltorg.ru/procedure/COM19032000033,ЕЭТП,1591228800,https://www.reformagkh.ru/myhouse/profile/view/9374331/,
#ГП16874981,"г. Москва, ул. Маршала Еременко, д. 5, к. 4",Юго-Восточный, Некрасовка,Некрасовка,1.65,25.0,4,17,2019,новый дом,,2.0,0,58.1,5815868,100101.0,5827499,100101.0,,2020-06-09,https://investmoscow.ru/tenders/tendercard/?TenderId=17515477,https://www.roseltorg.ru/procedure/COM25032000184,ЕЭТП,1591660800,https://www.reformagkh.ru/myhouse/profile/view/9374331/,
#ГП16873872,"г. Москва, ул. Маршала Еременко, д. 5, к. 4",Юго-Восточный, Некрасовка,Некрасовка,1.65,25.0,8,17,2019,новый дом,,2.0,0,58.1,5923179,101948.0,8091062,101948.0,,2020-11-17,https://investmoscow.ru/tenders/tendercard/?TenderId=17743658,https://www.roseltorg.ru/procedure/COM08102000050,ЕЭТП,1605571200,https://www.reformagkh.ru/myhouse/profile/view/9374331/,
#ГП16873937,"г. Москва, ул. Маршала Еременко, д. 5, к. 4",Юго-Восточный, Некрасовка,Некрасовка,1.65,25.0,12,17,2019,новый дом,,2.0,0,58.1,6106368,105101.0,7926066,105101.0,,2020-11-17,https://investmoscow.ru/tenders/tendercard/?TenderId=17743742,https://www.roseltorg.ru/procedure/COM08102000042,ЕЭТП,1605571200,https://www.reformagkh.ru/myhouse/profile/view/9374331/,
#ГП16873856,"г. Москва, ул. Маршала Еременко, д. 5, к. 4",Юго-Восточный, Некрасовка,Некрасовка,1.65,25.0,3,17,2019,новый дом,,2.0,0,58.1,5739990,98795.01,7990066,98795.01,,2020-11-17,https://investmoscow.ru/tenders/tendercard/?TenderId=17743865,https://www.roseltorg.ru/procedure/COM08102000104,ЕЭТП,1605571200,https://www.reformagkh.ru/myhouse/profile/view/9374331/,
#ГП16884017,"г. Москва, ул. Маршала Еременко, д. 5, к. 4",Юго-Восточный, Некрасовка,Некрасовка,1.65,25.0,14,17,2019,новый дом,,2.0,0,58.1,6106368,105101.0,7901640,105101.0,,2020-11-17,https://investmoscow.ru/tenders/tendercard/?TenderId=17743868,https://www.roseltorg.ru/procedure/COM08102000036,ЕЭТП,1605571200,https://www.reformagkh.ru/myhouse/profile/view/9374331/,
#ГП16874942,"г. Москва, ул. Маршала Еременко, д. 5, к. 4",Юго-Восточный, Некрасовка,Некрасовка,1.65,25.0,2,17,2019,новый дом,,2.0,0,58.1,5739990,98795.01,7932666,98795.01,,2020-11-17,https://investmoscow.ru/tenders/tendercard/?TenderId=17744230,https://www.roseltorg.ru/procedure/COM08102000077,ЕЭТП,1605571200,https://www.reformagkh.ru/myhouse/profile/view/9374331/,
#ГП16873845,"г. Москва, ул. Маршала Еременко, д. 5, к. 4",Юго-Восточный, Некрасовка,Некрасовка,1.65,25.0,5,17,2019,новый дом,,2.0,0,58.2,5749869,98795.0,8072816,98795.0,,2020-11-17,https://investmoscow.ru/tenders/tendercard/?TenderId=17744313,https://www.roseltorg.ru/procedure/COM08102000053,ЕЭТП,1605571200,https://www.reformagkh.ru/myhouse/profile/view/9374331/,
#ГП16874965,"г. Москва, ул. Маршала Еременко, д. 5, к. 4",Юго-Восточный, Некрасовка,Некрасовка,1.65,25.0,3,17,2019,новый дом,,2.0,0,58.2,5749869,98795.0,8049817,98795.0,,2020-11-17,https://investmoscow.ru/tenders/tendercard/?TenderId=17744265,https://www.roseltorg.ru/procedure/COM08102000075,ЕЭТП,1605571200,https://www.reformagkh.ru/myhouse/profile/view/9374331/,
#ГП16884007,"г. Москва, ул. Маршала Еременко, д. 5, к. 4",Юго-Восточный, Некрасовка,Некрасовка,1.65,25.0,15,17,2019,новый дом,,2.0,0,58.2,6116878,105101.0,7841838,105101.0,,2020-11-17,https://investmoscow.ru/tenders/tendercard/?TenderId=17744114,https://www.roseltorg.ru/procedure/COM08102000030,ЕЭТП,1605571200,https://www.reformagkh.ru/myhouse/profile/view/9374331/,
#ГП16873857,"г. Москва, ул. Маршала Еременко, д. 5, к. 4",Юго-Восточный, Некрасовка,Некрасовка,1.65,25.0,6,17,2019,новый дом,,2.0,0,58.3,5893547,101090.0,5905334,101090.0,,2020-06-04,https://investmoscow.ru/tenders/tendercard/?TenderId=17502554,https://www.roseltorg.ru/procedure/COM19032000077,ЕЭТП,1591228800,https://www.reformagkh.ru/myhouse/profile/view/9374331/,
#ГП16884003,"г. Москва, ул. Маршала Еременко, д. 5, к. 4",Юго-Восточный, Некрасовка,Некрасовка,1.65,25.0,16,17,2019,новый дом,,2.0,0,58.5,6332859,108254.0,7916074,108254.0,,2020-11-17,https://investmoscow.ru/tenders/tendercard/?TenderId=17743672,https://www.roseltorg.ru/procedure/COM08102000025,ЕЭТП,1605571200,https://www.reformagkh.ru/myhouse/profile/view/9374331/,
#ГП16878340,"г. Москва, ул. Маршала Еременко, д. 5, к. 4",Юго-Восточный, Некрасовка,Некрасовка,1.65,25.0,8,17,2019,новый дом,,2.0,0,58.9,6059691,102881.0,6108168,102881.0,,2020-07-07,https://investmoscow.ru/tenders/tendercard/?TenderId=17576125,https://www.roseltorg.ru/procedure/COM21052000144,ЕЭТП,1594080000,https://www.reformagkh.ru/myhouse/profile/view/9374331/,
#ГП16878337,"г. Москва, ул. Маршала Еременко, д. 5, к. 4",Юго-Восточный, Некрасовка,Некрасовка,1.65,25.0,13,17,2019,новый дом,,2.0,0,59.0,6246743,105877.0,6259236,105877.0,,2020-07-07,https://investmoscow.ru/tenders/tendercard/?TenderId=17576040,https://www.roseltorg.ru/procedure/COM21052000160,ЕЭТП,1594080000,https://www.reformagkh.ru/myhouse/profile/view/9374331/,
#ГП16878311,"г. Москва, ул. Маршала Еременко, д. 5, к. 4",Юго-Восточный, Некрасовка,Некрасовка,1.65,25.0,4,17,2019,новый дом,,2.0,0,59.0,5893156,99884.0,6329249,99884.0,,2020-07-07,https://investmoscow.ru/tenders/tendercard/?TenderId=17576034,https://www.roseltorg.ru/procedure/COM21052000036,ЕЭТП,1594080000,https://www.reformagkh.ru/myhouse/profile/view/9374331/,
#ГП16874917,"г. Москва, ул. Маршала Еременко, д. 5, к. 4",Юго-Восточный, Некрасовка,Некрасовка,1.65,25.0,2,17,2019,новый дом,,2.0,0,59.0,5828905,98795.0,7810732,98795.0,,2020-11-17,https://investmoscow.ru/tenders/tendercard/?TenderId=17743896,https://www.roseltorg.ru/procedure/COM08102000006,ЕЭТП,1605571200,https://www.reformagkh.ru/myhouse/profile/view/9374331/,
#ГП16878316,"г. Москва, ул. Маршала Еременко, д. 5, к. 4",Юго-Восточный, Некрасовка,Некрасовка,1.65,25.0,5,17,2019,новый дом,,2.0,0,59.1,5903144,99883.99,6316364,99883.99,,2020-07-07,https://investmoscow.ru/tenders/tendercard/?TenderId=17576058,https://www.roseltorg.ru/procedure/COM21052000030,ЕЭТП,1594080000,https://www.reformagkh.ru/myhouse/profile/view/9374331/,
#ГП16878347,"г. Москва, ул. Маршала Еременко, д. 5, к. 4",Юго-Восточный, Некрасовка,Некрасовка,1.65,25.0,9,17,2019,новый дом,,2.0,0,59.1,6080267,102881.0,6092427,102881.0,,2020-07-07,https://investmoscow.ru/tenders/tendercard/?TenderId=17576140,https://www.roseltorg.ru/procedure/COM21052000147,ЕЭТП,1594080000,https://www.reformagkh.ru/myhouse/profile/view/9374331/,
#ГП16878320,"г. Москва, ул. Маршала Еременко, д. 5, к. 4",Юго-Восточный, Некрасовка,Некрасовка,1.65,25.0,6,17,2019,новый дом,,2.0,0,59.2,6090555,102881.0,6127098,102881.0,,2020-07-07,https://investmoscow.ru/tenders/tendercard/?TenderId=17576072,https://www.roseltorg.ru/procedure/COM21052000024,ЕЭТП,1594080000,https://www.reformagkh.ru/myhouse/profile/view/9374331/,
#ГП16878308,"г. Москва, ул. Маршала Еременко, д. 5, к. 4",Юго-Восточный, Некрасовка,Некрасовка,1.65,25.0,3,17,2019,новый дом,,2.0,0,59.2,5913133,99884.0,6137832,99884.0,,2020-07-07,https://investmoscow.ru/tenders/tendercard/?TenderId=17575999,https://www.roseltorg.ru/procedure/COM21052000039,ЕЭТП,1594080000,https://www.reformagkh.ru/myhouse/profile/view/9374331/,
#ГП16878345,"г. Москва, ул. Маршала Еременко, д. 5, к. 4",Юго-Восточный, Некрасовка,Некрасовка,1.65,25.0,14,17,2019,новый дом,,2.0,0,59.2,6221979,105101.0,8362340,105101.0,,2020-11-17,https://investmoscow.ru/tenders/tendercard/?TenderId=17744187,https://www.roseltorg.ru/procedure/COM08102000080,ЕЭТП,1605571200,https://www.reformagkh.ru/myhouse/profile/view/9374331/,
#ГП16874913,"г. Москва, ул. Маршала Еременко, д. 5, к. 4",Юго-Восточный, Некрасовка,Некрасовка,1.65,25.0,2,17,2019,новый дом,,2.0,0,59.6,5888182,98795.0,8055032,98795.0,,2020-11-17,https://investmoscow.ru/tenders/tendercard/?TenderId=17744279,https://www.roseltorg.ru/procedure/COM08102000058,ЕЭТП,1605571200,https://www.reformagkh.ru/myhouse/profile/view/9374331/,
#ГП16874936,"г. Москва, ул. Маршала Еременко, д. 5, к. 4",Юго-Восточный, Некрасовка,Некрасовка,1.65,25.0,3,17,2019,новый дом,,2.0,0,59.6,5888182,98795.0,8290559,98795.0,,2020-12-08,https://investmoscow.ru/tenders/tendercard/?TenderId=17783799,https://www.roseltorg.ru/procedure/COM29102000048,ЕЭТП,1607385600,https://www.reformagkh.ru/myhouse/profile/view/9374331/,
#ГП16873842,"г. Москва, ул. Маршала Еременко, д. 5, к. 4",Юго-Восточный, Некрасовка,Некрасовка,1.65,25.0,3,17,2019,новый дом,,2.0,0,60.4,5967218,98795.0,7948335,98795.0,,2020-11-17,https://investmoscow.ru/tenders/tendercard/?TenderId=17750525,https://www.roseltorg.ru/procedure/COM08102000055,ЕЭТП,1605571200,https://www.reformagkh.ru/myhouse/profile/view/9374331/,
#ГП16873840,"г. Москва, ул. Маршала Еременко, д. 5, к. 4",Юго-Восточный, Некрасовка,Некрасовка,1.65,25.0,2,17,2019,новый дом,,2.0,0,60.4,5967218,98795.0,8115417,98795.0,,2020-11-17,https://investmoscow.ru/tenders/tendercard/?TenderId=17744145,https://www.roseltorg.ru/procedure/COM08102000057,ЕЭТП,1605571200,https://www.reformagkh.ru/myhouse/profile/view/9374331/,
#ГП16874931,"г. Москва, ул. Маршала Еременко, д. 5, к. 4",Юго-Восточный, Некрасовка,Некрасовка,1.65,25.0,3,17,2019,новый дом,,2.0,0,60.5,5977098,98795.01,8033220,98795.01,,2020-12-08,https://investmoscow.ru/tenders/tendercard/?TenderId=17783764,https://www.roseltorg.ru/procedure/COM29102000053,ЕЭТП,1607385600,https://www.reformagkh.ru/myhouse/profile/view/9374331/,
#ГП16873862,"г. Москва, ул. Маршала Еременко, д. 5, к. 4",Юго-Восточный, Некрасовка,Некрасовка,1.65,25.0,3,17,2019,новый дом,,2.0,0,60.6,5986977,98795.0,8154261,98795.0,,2020-11-17,https://investmoscow.ru/tenders/tendercard/?TenderId=17743892,https://www.roseltorg.ru/procedure/COM08102000101,ЕЭТП,1605571200,https://www.reformagkh.ru/myhouse/profile/view/9374331/,
#ГП16874973,"г. Москва, ул. Маршала Еременко, д. 5, к. 4",Юго-Восточный, Некрасовка,Некрасовка,1.65,25.0,4,17,2019,новый дом,,2.0,0,60.7,5996857,98795.01,7939838,98795.01,,2020-11-17,https://investmoscow.ru/tenders/tendercard/?TenderId=17744302,https://www.roseltorg.ru/procedure/COM08102000074,ЕЭТП,1605571200,https://www.reformagkh.ru/myhouse/profile/view/9374331/,
#ГП16874954,"г. Москва, ул. Маршала Еременко, д. 5, к. 4",Юго-Восточный, Некрасовка,Некрасовка,1.65,25.0,3,17,2019,новый дом,,2.0,0,60.7,5996857,98795.01,7999806,98795.01,,2020-11-17,https://investmoscow.ru/tenders/tendercard/?TenderId=17744261,https://www.roseltorg.ru/procedure/COM08102000076,ЕЭТП,1605571200,https://www.reformagkh.ru/myhouse/profile/view/9374331/,
#ГП16874937,"г. Москва, ул. Маршала Еременко, д. 5, к. 4",Юго-Восточный, Некрасовка,Некрасовка,1.65,25.0,2,17,2019,новый дом,,2.0,0,60.8,6006736,98795.0,8049025,98795.0,,2020-11-17,https://investmoscow.ru/tenders/tendercard/?TenderId=17744222,https://www.roseltorg.ru/procedure/COM08102000078,ЕЭТП,1605571200,https://www.reformagkh.ru/myhouse/profile/view/9374331/,
#ГП16873865,"г. Москва, ул. Маршала Еременко, д. 5, к. 4",Юго-Восточный, Некрасовка,Некрасовка,1.65,25.0,8,17,2019,новый дом,,3.0,0,74.4,7244700,97375.0,9606472,97375.0,,2020-11-17,https://investmoscow.ru/tenders/tendercard/?TenderId=17743637,https://www.roseltorg.ru/procedure/COM08102000049,ЕЭТП,1605571200,https://www.reformagkh.ru/myhouse/profile/view/9374331/,
#ГП16873863,"г. Москва, ул. Маршала Еременко, д. 5, к. 4",Юго-Восточный, Некрасовка,Некрасовка,1.65,25.0,7,17,2019,новый дом,,3.0,0,74.4,7247602,97414.01,7262097,97414.01,,2020-06-04,https://investmoscow.ru/tenders/tendercard/?TenderId=17502614,https://www.roseltorg.ru/procedure/COM19032000065,ЕЭТП,1591228800,https://www.reformagkh.ru/myhouse/profile/view/9374331/,
